price,nav-link,description,listing-location,bed,bath,carport,surface_area,building_area
Rp 699 Juta,https://www.rumah123.com/properti/sleman/hos17135249/,Rumah Siap Huni Cantik Biaya All In Dekat Unriyo Tajem,"Ngemplak, Sleman",3,2,1,120 m²,75 m²
Rp 945 Juta,https://www.rumah123.com/properti/sleman/hos17135228/,Rumah Siap Huni Mudah Dijangkau Dekat Kampus Uii,"Ngaglik, Sleman",3,2,1,145 m²,85 m²
Rp 945 Juta,https://www.rumah123.com/properti/sleman/hos17135226/,Rumah Siap Huni Mudah Dijangkau Dekat Kampus Uii,"Ngaglik, Sleman",3,2,3,145 m²,85 m²
Rp 675 Juta,https://www.rumah123.com/properti/sleman/hos17135193/,Rumah Baru Dan Siap Huni Dekat Rs Bhayangkara Di Kalasan,"Kalasan, Sleman",3,2,1,125 m²,65 m²
Rp 675 Juta,https://www.rumah123.com/properti/sleman/hos17135191/,Rumah Baru Dan Siap Huni Dekat Rs Bhayangkara Di Kalasan,"Kalasan, Sleman",3,2,1,125 m²,65 m²
Rp 550 Juta,https://www.rumah123.com/properti/sleman/hos10840235/,DEKAT UGM!! Rumah 2 lantai HARGA 1 LANTAI !!,"Kaliurang, Sleman",4,2,1,116 m²,85 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/sleman/hos17135101/,Rumah Mewah Modern Kontemporer Jalan Kaliurang 8 mnt Kampus UII Jogja,"Ngaglik, Sleman",4,3,2,169 m²,200 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/bantul/hos17135057/,Dijual Rumah Murah Strategis dua Lantai Bangunan kokoh,"Banguntapan, Bantul",5,2,4,255 m²,280 m²
Rp 875 Juta,https://www.rumah123.com/properti/sleman/hos15828672/,Rumah Guedee Mantapp poll murahnya dekat uii jakal,"Ngemplak, Sleman",4,2,2,139 m²,120 m²
"Rp 1,25 Miliar",https://www.rumah123.com/properti/sleman/hos16767940/,Rumah 2 Lantai Di Taman Krajan Barat Candi Gebang,"Sleman, Sleman",,,,90 m²,170 m²
Rp 525 Juta,https://www.rumah123.com/properti/bantul/hos17134813/,Rumah Murah Lingkungan Nyaman Area Sewon Cocok Keluarga Dekat Isi,"Sewon, Bantul",3,1,1,112 m²,75 m²
"Rp 3,9 Miliar",https://www.rumah123.com/properti/sleman/hos17134763/,Rumah Besar Murah Nyaman Dlm Perum Cocok Untuk Keluarga Dekat Hyatt,"Ngaglik, Sleman",5,3,2,203 m²,280 m²
"Rp 1,75 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17134721/,Dijual Cepat Rumah Homestay Full Furnished Area Kota Jero Beteng,"Kraton, Yogyakarta",5,6,1,347 m²,250 m²
Rp 550 Juta,https://www.rumah123.com/properti/bantul/hos17134724/,Jual Kos Murah di Banguntapan Dekat Kampus,"Banguntapan, Bantul",6,3,1,94 m²,94 m²
"Rp 1,2 Miliar",https://www.rumah123.com/properti/bantul/hos16788706/,Rumah Perumahan Dekat Bandara Yia Sedayu Yogyakarta,"Sedayu, Bantul",3,3,2,101 m²,1012 m²
"Rp 15,5 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16423653/,"Dijual Penginapan Strategis di Dekat Malioboro, Jogja Lokasi Jalan Ireda , Diy","Gondomanan, Yogyakarta",22,22,,895 m²,500 m²
Rp 850 Juta,https://www.rumah123.com/properti/sleman/hos17134482/,Rumah Minimalis Siap Huni Di Jalan Kaliurang Km11 Ngaglik Sleman,"Ngaglik, Sleman",3,1,1,99 m²,70 m²
"Rp 1,29 Miliar",https://www.rumah123.com/properti/sleman/hos17134396/,Rumah Siap Huni 2 Lantai Murah Di Tirtoadi Mlati Sleman Yogyakarta,"Mlati, Sleman",3,2,1,100 m²,115 m²
Rp 750 Juta,https://www.rumah123.com/properti/sleman/hos17134343/,Rumah Siap Huni Dekat Spbu Kadisoka Purwomartani Kalasan Sleman,"Purwomartani   , Sleman",4,2,1,114 m²,83 m²
Rp 575 Juta,https://www.rumah123.com/properti/sleman/hos17134341/,Rumah Siap Huni Dekat Pamela 7 Di Purwomartani Kalasan Sleman,"Purwomartani   , Sleman",3,2,1,100 m²,80 m²
Rp 799 Juta,https://www.rumah123.com/properti/sleman/hos17134297/,Rumah Siap Huni Dalam Cluster Dekat Sd Model Wedomartani Ngemplak Sleman,"Ngemplak, Sleman",4,2,1,110 m²,150 m²
Rp 590 Juta,https://www.rumah123.com/properti/sleman/hos17134225/,Rumah 2 Lantai Siap Huni Di Purwomartani Kalasan Sleman,"Purwomartani   , Sleman",3,2,1,88 m²,110 m²
Rp 495 Juta,https://www.rumah123.com/properti/sleman/hos17134220/,Rumah Minimalis Siap Huni Dalam Perumahan Jalan Kaliurang Jogja Wedomartani Ngemplak Sleman Yogyakarta,"Ngemplak, Sleman",2,1,1,72 m²,72 m²
Rp 69 Juta,https://www.rumah123.com/properti/yogyakarta/hos17134120/,"RUMAH BARU GREES!! DI JUAL RUMAH BARU
Alamat :SAMBEGO MAGUWOHARJO","Maguwoharjo, Yogyakarta",3,2,,120 m²,80 m²
Rp 495 Juta,https://www.rumah123.com/properti/bantul/hos16218120/,Rumah Dekat Kampus Uad di Jl Imogiri Barat Km 13 Siap Bangun,"Jetis, Bantul",3,1,1,50 m²,168 m²
Rp 200 Juta,https://www.rumah123.com/properti/sleman/hos17039183/,Rumah Paling Murah Cicilan 1jt Di Moyudan Sleman,"Moyudan, Sleman",2,1,1,60 m²,30 m²
Rp 265 Juta,https://www.rumah123.com/properti/bantul/hos16920811/,Rumah Cantik 10 Menit Dari Kampus Umy Di Kasihan Bantul,"Kasihan, Bantul",2,1,1,60 m²,36 m²
Rp 529 Juta,https://www.rumah123.com/properti/bantul/hos14161574/,Rumah Dekat Uad Siap Bangun 3 Kt di Kauman Pleret Jogja Selatan,"Plered, Bantul",2,1,2,110 m²,52 m²
Rp 789 Juta,https://www.rumah123.com/properti/bantul/hos17133821/,5 Mnit Rsu Rajawali Citra Rumah di Banguntapan Dekat Giwangan SHM,"Plered, Bantul",3,2,1,75 m²,70 m²
Rp 550 Juta,https://www.rumah123.com/properti/sleman/hos17120727/,RUMAH SIAP BANGUN DOMBAN ASRI PINGGIR JALAN MAGELANG,"Tempel, Sleman",2,1,,104 m²,45 m²
"Rp 2,6 Miliar",https://www.rumah123.com/properti/sleman/hos16333486/,Dijual Rumah Murah Full Furnish di Jln.Kadisoka Maguwoharjo sleman,"Condong Catur, Sleman",4,5,3,150 m²,190 m²
"Rp 2,1 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16678368/,Rumah Super Mewah Dekat Kampus Umy Jogja,"Wirobrajan, Yogyakarta",4,3,2,200 m²,125 m²
Rp 810 Juta,https://www.rumah123.com/properti/sleman/hos17121367/,"Rumah di Jl Margomulyo Dekat Demak Ijo, Sleman","Godean, Sleman",3,2,1,106 m²,106 m²
"Rp 1,65 Miliar",https://www.rumah123.com/properti/sleman/hos16972941/,Dijual Villa Amarila Sleman Dekat Dengan Kampus Uii,"Ngaglik, Sleman",3,3,2,230 m²,67 m²
Rp 650 Juta,https://www.rumah123.com/properti/bantul/hos17133748/,"RUMAH DI  MURAH PERUMAHAN VILLA GARDENIATAMANTIRTO,  KASIHAN,  BANTUL,  YK","Kasihan, Bantul",3,1,,114 m²,58 m²
"Rp 1,94 Miliar",https://www.rumah123.com/properti/sleman/hos16920961/,Rumah Mewah Harga Murah Di Mlati Sleman Yogyakarta,"Mlati, Sleman",3,3,2,102 m²,138 m²
Rp 690 Juta,https://www.rumah123.com/properti/yogyakarta/hos16935192/,Rumah Siap Huni SHM Maguwoharjo Depok Sleman,"Maguwoharjo, Yogyakarta",3,2,1,97 m²,70 m²
Rp 565 Juta,https://www.rumah123.com/properti/bantul/hos17133711/,RUMAH DEKAT PADEPOKAN BAGONG KUSUDIHARJO,"Kasihan, Bantul",3,1,,152 m²,70 m²
"Rp 1,4 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17133700/,RUMAH HUNIAN 2 LT BELAKANG RS WIROSABAN YOGYAKARTA,"Umbulharjo, Yogyakarta",3,2,,134 m²,200 m²
Rp 700 Juta,https://www.rumah123.com/properti/sleman/hos17133668/,Rumah Siap Huni Dalam Perumahan Di Kalasan Sleman,"Kalasan, Sleman",3,1,1,108 m²,85 m²
"Rp 1,4 Miliar",https://www.rumah123.com/properti/bantul/hos17133654/,RUMAH STRATEGIS DEKAT JANTUNG KOTA YK,"Kasihan, Bantul",2,1,,121 m²,120 m²
Rp 650 Juta,https://www.rumah123.com/properti/bantul/hos17132009/,Rumah Full Furnish Dalam Perum Tiara Grahatama Kasihan Bantul,"Kasihan, Bantul",2,1,,84 m²,89 m²
"Rp 2,25 Miliar",https://www.rumah123.com/properti/sleman/hos17131991/,RUMAH/VILLA DI SLEMAN BARAT,"Sayegan, Sleman",5,2,,732 m²,277 m²
Rp 890 Juta,https://www.rumah123.com/properti/yogyakarta/hos17131958/,"Rumah 2 Lantai di Banguntapan Dekat Gedong Kuning, Kotagede Kpr","Kotagede, Yogyakarta",3,2,1,85 m²,70 m²
"Rp 2,43 Miliar",https://www.rumah123.com/properti/sleman/hos17131929/,Jual Rumah Mewah 1 Rumah Gratis 1 Rumah Investasi,"Sleman, Sleman",4,3,1,192 m²,135 m²
"Rp 2,4 Miliar",https://www.rumah123.com/properti/sleman/hos17131897/,Segera Miliki Rumah Mewah 1 Rumah Gratis 1 Rumah Investasi Sleman,"Sleman, Sleman",4,3,1,187 m²,135 m²
"Rp 2,49 Miliar",https://www.rumah123.com/properti/sleman/hos17131895/,Dijual Rumah Kolam Renang Bonus 1 Rumah Sleman Jogja,"Sleman, Sleman",4,3,1,200 m²,135 m²
Rp 550 Juta,https://www.rumah123.com/properti/bantul/hos17131883/,RUMAH KOST2AN AKTIF DEKAT BANYAK  KAMPUS DEKAT RING ROAD,"Banguntapan, Bantul",6,3,,92 m²,92 m²
"Rp 2,4 Miliar",https://www.rumah123.com/properti/sleman/hos17131858/,Dijual Rumah Mewah Bonus 1 Rumah Sleman Jogja,"Sleman, Sleman",4,3,1,182 m²,2408150000 m²
"Rp 2,65 Miliar",https://www.rumah123.com/properti/sleman/hos17131481/,Beli Rumah Premium Gratis Rumah Investasi Sleman Jogja,"Sleman, Sleman",4,3,1,213 m²,135 m²
Rp 675 Juta,https://www.rumah123.com/properti/yogyakarta/hos17131467/,"Rumah Murah Strategis di Banguntapan Dekat Kotagede, Giwangan SHM","Kotagede, Yogyakarta",2,1,1,85 m²,45 m²
Rp 155 Juta,https://www.rumah123.com/properti/sleman/hos17131380/,"Dekat Puskesmas Ngemplak 2, Luas 88 M2, Kemana Aja Dekat","Ngaglik, Sleman",2,1,1,88 m²,36 m²
Rp 954 Juta,https://www.rumah123.com/properti/bantul/hos15401872/,INFO RUMAH BARU & FULL FURNISHED diperumahan elite Jogja Barat,"Sedayu, Bantul",2,1,1,115 m²,50 m²
Rp 835 Juta,https://www.rumah123.com/properti/bantul/hos17080583/,"1 Unit Saja, Rumah 3 Kamar Tidur Dalam Perumahan Di Banguntapan","Banguntapan, Bantul",3,2,1,102 m²,65 m²
Rp 397 Juta,https://www.rumah123.com/properti/sleman/hos16817127/,Rumah Murah Harga 300 Jutaan 7 Menit Ke Pasar Sleman,"Sleman, Sleman",2,1,2,101 m²,42 m²
"Rp 1,3 Miliar",https://www.rumah123.com/properti/sleman/hos17131193/,Rumah Tinggal Luas Cocok Untuk Villa Lokasi Dekat Wisata Kaliurang,"Turi, Sleman",3,3,,407 m²,250 m²
"Rp 1,2 Miliar",https://www.rumah123.com/properti/sleman/hos17131125/,RUMAH MEWAH KONTEMPORER MODERN 2 LANTAI DI PURWOMARTANI DEKAT SWALAYAN PAMELA 7,"Purwomartani   , Sleman",3,3,1,90 m²,107 m²
"Rp 1,65 Miliar",https://www.rumah123.com/properti/bantul/hos17131015/,Rumah 2 Lantai Cantik Ring Road Selatan Dekat UMY Yogyakarta,"Kasihan, Bantul",3,2,2,154 m²,110 m²
Rp 227 Juta,https://www.rumah123.com/properti/yogyakarta/hos17130986/,Di Perum The Palm 2 Rumah Siap Bangun Hanya 200 Jt an,"Maguwoharjo, Yogyakarta",2,1,1,60 m²,28 m²
"Rp 1,85 Miliar",https://www.rumah123.com/properti/sleman/hos17130977/,Rumah Siap Huni Full Furnish Di Maguwoharjo Sleman,"Ngemplak, Sleman",3,2,2,116 m²,115 m²
Rp 550 Juta,https://www.rumah123.com/properti/bantul/hos17130937/,MURAH!! DIJUAL MURAH KOST AKTIF BANGUNAN BARU BALONG BANGUNTAPAN,"Banguntapan, Bantul",6,3,,94 m²,94 m²
Rp 325 Juta,https://www.rumah123.com/properti/bantul/hos16266915/,Rumah Dekat Rs Uii di Pandak Bantul Jogja Proses Bangun,"Bantul, Bantul",2,1,1,74 m²,50 m²
Rp 475 Juta,https://www.rumah123.com/properti/bantul/hos11528273/,Rumah Siap Huni Dekat Sekolah Internasional Kesatuan Bangsa Jogja,"Sedayu, Bantul",2,1,1,78 m²,36 m²
Rp 650 Juta,https://www.rumah123.com/properti/bantul/hos17123236/,Rumah Siap Bangun di Perum Villa Argomulyo Sedayu Jogja,"Sedayu, Bantul",2,1,1,85 m²,48 m²
Rp 455 Juta,https://www.rumah123.com/properti/bantul/hos14461810/,Rumah Siap Huni di Jl Wates Km 9 Sedayu Bantul Dekat Rs Pku Gamping,"Sedayu, Bantul",2,1,1,45 m²,83 m²
Rp 795 Juta,https://www.rumah123.com/properti/sleman/hos17130644/,"Dijual rumah murah Gamping Sleman dekat RS PKU Gamping,UNU,Umy,Ambarketawang","Gamping, Sleman",3,2,2,141 m²,130 m²
Rp 12 Miliar,https://www.rumah123.com/properti/yogyakarta/hos17130675/,Rumah Induk Dan Kos Aktif Di Selatan Lottemart Maguwoharjo Depok Sleman,"Maguwoharjo, Yogyakarta",49,49,,926 m²,200 m²
"Rp 1,29 Miliar",https://www.rumah123.com/properti/bantul/hos17130561/,Rumah Mewah Dekat Kampus Uad di Ngipik Banguntapan Siap Huni,"Banguntapan, Bantul",4,3,1,99 m²,105 m²
"Rp 1,3 Miliar",https://www.rumah123.com/properti/sleman/hos17130476/,Rumah Siap Huni 2 Lantai Fully Furnished Di Godean Sleman,"Godean, Sleman",3,3,1,77 m²,130 m²
"Rp 2,13 Miliar",https://www.rumah123.com/properti/sleman/hos17130439/,"19 Menit Stasiun Tugu, Bale Bhavana Residence, Rumah Mewah","Mlati, Sleman",3,2,1,111 m²,107 m²
"Rp 4,49 Miliar",https://www.rumah123.com/properti/sleman/hos17130436/,"Barat Bale Mulia, Unit Hampir Habis, Bale Wangsa","Mlati, Sleman",3,3,2,260 m²,142 m²
"Rp 3,37 Miliar",https://www.rumah123.com/properti/sleman/hos17130435/,"Sleman, Dekat Bale Mulia, Kayu Jati Perhutani","Mlati, Sleman",3,3,3,166 m²,135 m²
"Rp 2,39 Miliar",https://www.rumah123.com/properti/sleman/hos17130415/,Rumah 2 Lantai Mewah Di Mlati Sleman Hanya 5 Menit Kampus Ugm,"Mlati, Sleman",4,4,2,110 m²,70 m²
Rp 685 Juta,https://www.rumah123.com/properti/sleman/hos17130401/,Rumah SHM Dlm Cluster Pemda Sleman Yogyakarta,"Sleman, Sleman",3,2,1,100 m²,70 m²
"Rp 3,3 Miliar",https://www.rumah123.com/properti/sleman/hos17130346/,Rumah 2 Lantai Dalam Cluster Elit Di Jalan Kaliurang Km 9,"Ngaglik, Sleman",3,2,2,148 m²,135 m²
"Rp 1,29 Miliar",https://www.rumah123.com/properti/bantul/hos17130328/,Rumah Mewah Dekat Kampus Uad di Ngipik Banguntapan Siap Huni,"Banguntapan, Bantul",4,3,1,99 m²,105 m²
Rp 885 Juta,https://www.rumah123.com/properti/sleman/hos17130284/,"Terlaris, Rumah Terbaik Di Utara Maguwoharjo Gratis Pajak","Ngemplak, Sleman",4,2,2,142 m²,110 m²
"Rp 1,72 Miliar",https://www.rumah123.com/properti/sleman/hos17130280/,Rumah 2 Lantai Siap Huni Furnished Di Sleman Jalan Kaliurang,"Ngaglik, Sleman",3,2,2,93 m²,75 m²
Rp 270 Juta,https://www.rumah123.com/properti/sleman/hos17130265/,Rumah Siap Huni Dalam Perumahan Di Kawasan Strategis Prambanan,"Condong Catur, Sleman",2,1,1,61 m²,30 m²
Rp 675 Juta,https://www.rumah123.com/properti/yogyakarta/hos17130241/,Promo Kpr Cicilan Ringan Rumah di Banguntapan Dkat Ringroad Timur,"Bantul, Yogyakarta",2,1,1,85 m²,45 m²
Rp 260 Juta,https://www.rumah123.com/properti/sleman/hos17036295/,Rumah Murah Di Jogja Bisa Kpr Dp Minim Lokasi Dalam Cluster,"Gamping, Sleman",2,1,2,71 m²,36 m²
Rp 885 Juta,https://www.rumah123.com/properti/sleman/hos17130217/,Rumah Modern Terbaru Di Ngemplak Sleman Gratis Pajak,"Ngemplak, Sleman",4,2,,142 m²,110 m²
Rp 255 Juta,https://www.rumah123.com/properti/yogyakarta/hos17130163/,Rumah Siap Huni Cantik Minimalis Modern Harga Terjangkau di Prambanan,"Danurejan, Yogyakarta",1,2,1,62 m²,40 m²
Rp 195 Juta,https://www.rumah123.com/properti/yogyakarta/hos17128372/,Rumah Baru Minimalis Modern 200 Jt An Lokasi Strategis Dan Nyaman,"Seturan, Yogyakarta",1,1,1,60 m²,28 m²
Rp 80 Juta,https://www.rumah123.com/properti/yogyakarta/hos17121264/,"Rumah Nyaman di Condongcatur, Siap Huni Termurah Dekat Kampus Upn","Seturan, Yogyakarta",3,2,1,84 m²,84 m²
Rp 790 Juta,https://www.rumah123.com/properti/bantul/hos17130136/,"Rumah di Banguntapan 5km Ke Pasar Kotagede, Legalitas Hak Milik","Bantul, Bantul",3,2,2,77 m²,60 m²
Rp 549 Juta,https://www.rumah123.com/properti/sleman/hos17130124/,Rumah Modern Scandinavian Di Sleman Timur Suasana Homey,"Ngaglik, Sleman",2,1,1,90 m²,45 m²
Rp 585 Juta,https://www.rumah123.com/properti/sleman/hos17130113/,Rumah Minimalis di Mejing Gamping Sleman. SHM,"Gamping, Sleman",2,1,1,80 m²,55 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/sleman/hos17130054/,Rumah Mewah 2 Lantai Di Tengah Kota Jogja Dekat Ugm Dan Mal,"Ngaglik, Sleman",3,3,1,96 m²,70 m²
"Rp 1,5 Miliar",https://www.rumah123.com/properti/sleman/hos16957100/,Rumah Baru 2 Lantai Dekat Stadion Maguwoharjo Dan Amikom,"Depok, Sleman",5,3,2,115 m²,156 m²
Rp 280 Juta,https://www.rumah123.com/properti/gunung-kidul/hos17129879/,"Rumah Modern 2 Menit Rs Panti Rahayu,bisa Kpr,dp Ringan,shm","Wonosari, Gunung Kidul",2,1,1,100 m²,100 m²
"Rp 4,1 Miliar",https://www.rumah123.com/properti/sleman/hos17129876/,"Dijual Villa Harga Rendah Di Kaliurang, Pakem, Sleman, Jogja","Kaliurang, Sleman",2,2,8,1640 m²,300 m²
Rp 350 Juta,https://www.rumah123.com/properti/sleman/hos17129847/,Rumah Siap Huni Paling Murah di Sleman Yogyakarta,"Moyudan, Sleman",2,1,2,103 m²,50 m²
"Rp 2,97 Miliar",https://www.rumah123.com/properti/sleman/hos17129798/,Kost Eksklusif Kamar 13 Di Jalan Palagan Dekat Hyatt Kampus Ugm,"Ngaglik, Sleman",12,12,2,210 m²,250 m²
Rp 598 Juta,https://www.rumah123.com/properti/sleman/hos17129775/,"Kavling Siap Bangun Dkt Blok O,janti,gedongkuning,kotagede,jec","Berbah, Sleman",2,1,1,90 m²,40 m²
Rp 675 Juta,https://www.rumah123.com/properti/bantul/hos17129644/,"Lokasi Strategis Dekat Jogja Kota,babarsari,janti,jec,bisa Kpr","Bantul, Bantul",2,1,1,85 m²,45 m²
"Rp 1,45 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17129627/,Tjokro Heritage Rumah Mewah Dua Lantai Di Pusat Kota Jogja,"Tegalrejo, Yogyakarta",2,2,2,72 m²,84 m²
Rp 480 Juta,https://www.rumah123.com/properti/bantul/hos11437932/,Rumah Dekat Kampus Umy Siap Huni di Kalirandu Bangunjiwo,"Kasihan, Bantul",3,1,2,98 m²,50 m²
"Rp 1,95 Miliar",https://www.rumah123.com/properti/sleman/hos16999796/,"Rumah Full Furnished, Utara Pakuwon Mall Di Concat, Sleman","Depok, Sleman",3,3,1,128 m²,188 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/sleman/hos17089545/,"Rumah Mewah, 2 Lantai Dekat Jalan Kaliurang Km 7 Di Sleman","Depok, Sleman",3,3,2,139 m²,125 m²
Rp 690 Juta,https://www.rumah123.com/properti/bantul/hos17129563/,"Rumah Modern 10 Menit Kampus Uad,kotagede,giwangan,bisa Kpr,shm","Bantul, Bantul",3,2,2,76 m²,60 m²
"Rp 1,8 Miliar",https://www.rumah123.com/properti/bantul/hos17048596/,Rumah Mewah Dengan Kolam Renang Di Sleman Hanya 1 Milyaran,"Banguntapan, Bantul",3,2,2,150 m²,110 m²
Rp 850 Juta,https://www.rumah123.com/properti/sleman/hos16277320/,Hunian Modern Minimalis Dekat Jln Solo Maguwo,"Depok, Sleman",3,2,1,100 m²,80 m²
"Rp 5,5 Miliar",https://www.rumah123.com/properti/sleman/hos17129466/,Rumah Mewah Bale Mulia Residence,"Mlati, Sleman",4,3,1,210 m²,300 m²
Rp 556 Juta,https://www.rumah123.com/properti/sleman/hos17129460/,Rumah Modern Ala Milenial Di Selatan Jl Jogja solo Mulai 500jt an,"Berbah, Sleman",2,1,1,84 m²,46 m²
"Rp 1,82 Miliar",https://www.rumah123.com/properti/sleman/hos17129366/,Rumah Dijual di Yogyakarta,"Depok, Sleman",3,3,1,110 m²,129 m²
"Rp 1,3 Miliar",https://www.rumah123.com/properti/sleman/hos17129299/,Rumah Joglo Dengan Kolam Renang Dekat Kawasan Candi Prambanan,"Ngaglik, Sleman",5,6,1,320 m²,142 m²
"Rp 1,39 Miliar",https://www.rumah123.com/properti/sleman/hos17089288/,RUMAH CANTIK AREA JAKAL KM 7 DKT PASAR KOLOMBO UGM,"Ngaglik, Sleman",3,2,1,103 m²,90 m²
Rp 435 Juta,https://www.rumah123.com/properti/bantul/hos15407990/,Rumah Siap Huni Dekat Rsud Bantul Kota di Jl Parangtritis Km 10,"Bantul, Bantul",2,1,1,90 m²,45 m²
"Rp 1,35 Miliar",https://www.rumah123.com/properti/sleman/hos16746858/,Jual Rumah Berbah Sleman One Gate System Jl Solo Jogja,"Sleman, Sleman",3,2,1,103 m²,100 m²
"Rp 1,35 Miliar",https://www.rumah123.com/properti/sleman/hos16746856/,Jual Rumah Ada Jacuzzi Selatan Aau,"Sleman, Sleman",3,2,1,103 m²,100 m²
Rp 495 Juta,https://www.rumah123.com/properti/bantul/hos16216220/,Rumah Dekat Kampus Uad di Jl Imogiri Barat Km 13 Siap Bangun,"Jetis, Bantul",3,1,3,168 m²,50 m²
"Rp 1,35 Miliar",https://www.rumah123.com/properti/sleman/hos16746853/,Rumah Super Mewah One Gate System Selatan Aau Jogja Sleman,"Sleman, Sleman",3,2,1,103 m²,100 m²
Rp 270 Juta,https://www.rumah123.com/properti/sleman/hos17129192/,Rumah Minimalis Siap Kpr Harga 200 Jt an di Prambanan,"Prambanan, Sleman",2,1,1,61 m²,30 m²
"Rp 1,45 Miliar",https://www.rumah123.com/properti/bantul/hos17129059/,HARMONI RESIDENCE BATURETNO,"Banguntapan, Bantul",3,2,,92 m²,97 m²
"Rp 2,23 Miliar",https://www.rumah123.com/properti/sleman/hos16789963/,Rumah Mewah Sleman Selangkah Ke Waterpark Citragrand Lingkungan Perumahan,"Sleman, Sleman",4,3,1,186 m²,125 m²
"Rp 2,19 Miliar",https://www.rumah123.com/properti/sleman/hos16789964/,Rumah di Jogja 200 M Dari Jalan Wates Akses Lebar Jalan Aspal,"Sleman, Sleman",4,3,1,182 m²,125 m²
"Rp 2,29 Miliar",https://www.rumah123.com/properti/sleman/hos16789966/,Rumah Mewah Sleman 200 M Dari Jalan Wates Akses Lebar Jalan Aspal,"Sleman, Sleman",4,3,1,196 m²,125 m²
"Rp 2,26 Miliar",https://www.rumah123.com/properti/sleman/hos16789968/,Rumah Sleman SHM + Imb 200 M Dari Jalan Wates,"Sleman, Sleman",4,3,1,192 m²,125 m²
"Rp 2,32 Miliar",https://www.rumah123.com/properti/sleman/hos16789970/,Rumah Di Sleman Di Jalan Wates Km 8 Lingkungan Perumahan,"Sleman, Sleman",4,3,1,200 m²,125 m²
"Rp 3,08 Miliar",https://www.rumah123.com/properti/sleman/hos17113772/,Kost Dijual Jogja Barat Kampus Uii Private Pool SHM Pecah Imb,"Sleman, Sleman",10,10,1,179 m²,211 m²
"Rp 1,65 Miliar",https://www.rumah123.com/properti/sleman/hos16973008/,Dijual Villa Strategis Di Ngagik Sleman Dengan Kolam Renang,"Ngaglik, Sleman",3,3,2,230 m²,67 m²
"Rp 1,65 Miliar",https://www.rumah123.com/properti/sleman/hos16972988/,Villa Estetik Amarilla Di Sleman Cocok Untuk Investasi,"Ngaglik, Sleman",3,3,2,230 m²,67 m²
Rp 750 Juta,https://www.rumah123.com/properti/sleman/hos17071346/,DIBAWAH HARGA PASAR! RUMAH KOKOH STRATEGIS HOOK DALAM PERUMAHAN GRAHA BANYURADEN GAMPING SLEMAN,"Gamping, Sleman",1,2,1,118 m²,90 m²
Rp 260 Juta,https://www.rumah123.com/properti/sleman/hos17036434/,Promo Rumah Murah Dekat Akses Tol Sentolo Jogja Hanya 200 Jutaan,"Gamping, Sleman",2,1,,71 m²,36 m²
Rp 260 Juta,https://www.rumah123.com/properti/kulon-progo/hos16877602/,Dijual Rumah Murah Di Jogja Harga 200 Jutaan Dekat Exit Toll,"Sentolo, Kulon Progo",2,1,2,71 m²,36 m²
Rp 260 Juta,https://www.rumah123.com/properti/kulon-progo/hos16877550/,Rumah 200 Jutaan Di Jogja Dalam Cluster Strategis Sentolo,"Sentolo, Kulon Progo",2,1,2,71 m²,36 m²
Rp 350 Juta,https://www.rumah123.com/properti/kulon-progo/hos17128797/,Di Jual Rumah Cluster Terlaris di Kulon Progo,"Sentolo, Kulon Progo",1,1,1,71 m²,36 m²
"Rp 1,82 Miliar",https://www.rumah123.com/properti/sleman/hos17128728/,Rumah Dijual di Yogyakarta,"Gamping, Sleman",3,2,1,140 m²,158 m²
"Rp 1,48 Miliar",https://www.rumah123.com/properti/sleman/hos17048428/,Dijual Rumah Luas 3 Kamar View Sawah Dalam Private Cluster Sleman,"Berbah, Sleman",3,2,2,125 m²,100 m²
"Rp 1,82 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17112468/,Rumah Dijual di Yogyakarta,"Jetis, Yogyakarta",3,2,1,140 m²,158 m²
